discourse_subtype,count
"attribute:36->35:0:syn-mdf-292+syn-nmn-293-294
",1
"list_m:37->35:1:dm-and-298
",1
attribute:38->37:0:syn-mdf-303+syn-nmn-304,1
"additional:39->34:1:sem-rpt-282,324",1
attribute:40->39:0:syn-mdf-329+syn-nmn-333,1
goal:41->39:1:_,1
"attribute:42->41:0:syn-mdf-363+syn-relcl-368,371
",1
"unit_m:43->41:1:_
",1
concession:44->45:0:lex-indwd-379,1
"unit_m:45->43:0:_
",1
antithesis:46->47:2:dm-but-402,1
"additional:47->34:3:ref-prs-269,388+sem-rpt-282,417+sem-rpt-306-307,417-418
",1
"manner:48->47:0:_
",1
circumstance:49->48:0:syn-pres-414,1
"list_m:50->47:1:_
",1
"list_m:51->47:1:syn-prl-420-424,426-428
",1
"list_m:52->47:1:dm-and-429
",1
"attribute:53->52:0:syn-mdf-434+syn-nmn-435-436
",1
"means:54->52:1:dm-by-440+syn-pres-441
",1
"goal:55->56:1:dm-in order-447-448+syn-inf-449
",1
preparation:56->58:3:num-count-456+grf-col-471,1
evidence:57->56:0:_,1
"additional:59->58:0:grf-prn-481,507+lex-indwd-482",1
"list_m:60->59:0:grf-semcol-490,494",1
"list_m:61->59:0:dm-also-495+grf-semcol-508
",1
list_m:62->58:1:grf-seq-+grf-semcol-556,1
means:63->62:0:syn-pst_-513+lex-altlex-513-514,1
attribute:64->63:0:syn-mdf-522+syn-nmn-523,1
"additional:65->64:0:grf-prn-526,548+lex-indwd-527",1
"unit_m:66->63:1:_
",1
"list_m:67->58:1:grf-seq-+syn-prl-509-525,549-555,557-574+grf-semcol-575
",1
manner:68->67:0:syn-pst_-565+lex-altlex-565-566,1
positive:69->70:0:sem-atsrc-571+lex-indwd-572,1
additional:70->68:0:_,1
"list_m:71->58:1:grf-seq-+syn-prl-557-563,565-574,576-582,584-593
",1
manner:72->71:0:syn-pst_-584+lex-altlex-584-585,1
"manner:73->74:2:dm-with-595
",1
"additional:74->58:2:grf-prn-617,623",1
manner:75->74:0:syn-pst_-608+lex-altlex-608-609,1
background:76->75:0:_,1
"positive:77->78:0:sem-atsrc-600,603-606+lex-indwd-626+lex-indwd-627+syn-rpr-628
",1
"goal:78->74:1:syn-inf-625
",1
other_m:79->58:4:_,1
additional:80->79:0:_,1
"attribute:81->80:0:syn-mdf-665+syn-relcl-669-670
",1
attribute:82->81:0:syn-mdf-673+syn-nmn-674,1
sequence_m:83->80:1:_,1
attribute:84->83:0:syn-mdf-687+syn-nmn-691,1
"means:85->86:1:dm-by-701+syn-pres-702
",1
"additional:86->80:2:sem-synym-662-674,705-707+sem-rpt-667,703",1
"list_m:87->86:0:dm-and-726
",1
"other_m:88->58:4:_
",1
result:89->88:0:syn-pres-755,1
other_m:90->58:4:_,1
"list_m:91->90:0:sem-lxchn-770,781+dm-and-780
",1
attribute:92->91:0:syn-mdf-783+syn-nmn-784,1
other_m:93->58:4:_,1
"attribute:94->93:0:syn-mdf-803+syn-nmn-804-805
",1
